---,Actor,Location,Rotation,Scale,Meshes
Row_7190,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/MapObject/Spawner/BP_PalMapObjectSpawnerTreasureBox_VisibleContent_grassDrop2.BP_PalMapObjectSpawnerTreasureBox_VisibleContent_grassDrop2_C',"(X=-239936.195312,Y=92584.375000,Z=5581.600785)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_7191,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/MapObject/Spawner/BP_PalMapObjectSpawnerTreasureBox_VisibleContent_grassDrop2.BP_PalMapObjectSpawnerTreasureBox_VisibleContent_grassDrop2_C',"(X=-238433.936173,Y=96536.691351,Z=5960.119275)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_7192,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/MapObject/Spawner/BP_PalMapObjectSpawnerTreasureBox_VisibleContent_grassDrop2.BP_PalMapObjectSpawnerTreasureBox_VisibleContent_grassDrop2_C',"(X=-235099.882812,Y=91096.519531,Z=4300.359116)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_7193,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/MapObject/Spawner/BP_PalMapObjectSpawnerTreasureBox_VisibleContent_grassDrop2.BP_PalMapObjectSpawnerTreasureBox_VisibleContent_grassDrop2_C',"(X=-233346.044922,Y=79947.285156,Z=2716.290610)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_7194,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/MapObject/Spawner/BP_PalMapObjectSpawnerTreasureBox_VisibleContent_grassDrop2.BP_PalMapObjectSpawnerTreasureBox_VisibleContent_grassDrop2_C',"(X=-231177.580078,Y=84406.117188,Z=2767.843506)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_7195,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/System/BP_PalWorldSettings.BP_PalWorldSettings_C',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_7196,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/MapObject/Object/TreasureBox/BP_MapObject_TreasureBox.BP_MapObject_TreasureBox_C',"(X=-262720.000000,Y=64470.000000,Z=3926.310647)","(Pitch=-4.131140,Yaw=167.195734,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_7197,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/MapObject/Object/TreasureBox/Visual/BP_TreasureBoxVisual_Grade01.BP_TreasureBoxVisual_Grade01_C',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_7198,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/MapObject/Object/TreasureBox/BP_MapObject_TreasureBox.BP_MapObject_TreasureBox_C',"(X=-258590.000000,Y=54350.000000,Z=7695.972024)","(Pitch=0.406510,Yaw=133.865455,Roll=-0.174589)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_7199,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/MapObject/Object/TreasureBox/Visual/BP_TreasureBoxVisual_Grade04.BP_TreasureBoxVisual_Grade04_C',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_7200,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/MapObject/Object/TreasureBox/BP_MapObject_TreasureBox_VisibleContent_AdjustFloor.BP_MapObject_TreasureBox_VisibleContent_AdjustFloor_C',"(X=-264691.011719,Y=78785.509766,Z=-1005.510087)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_7201,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/MapObject/Object/TreasureBox/BP_MapObject_TreasureBox_VisibleContent_AdjustFloor.BP_MapObject_TreasureBox_VisibleContent_AdjustFloor_C',"(X=-260688.238281,Y=77655.072266,Z=-1626.318208)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_7202,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/MapObject/Object/TreasureBox/BP_MapObject_TreasureBox_VisibleContent_AdjustFloor.BP_MapObject_TreasureBox_VisibleContent_AdjustFloor_C',"(X=-264470.601562,Y=63564.810547,Z=3767.647354)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_7203,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/MapObject/Object/TreasureBox/BP_MapObject_TreasureBox_VisibleContent_AdjustFloor.BP_MapObject_TreasureBox_VisibleContent_AdjustFloor_C',"(X=-262831.253906,Y=52068.758545,Z=8435.173033)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_7204,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/MapObject/Object/TreasureBox/BP_MapObject_TreasureBox_VisibleContent_AdjustFloor.BP_MapObject_TreasureBox_VisibleContent_AdjustFloor_C',"(X=-271171.402344,Y=59700.011719,Z=6206.124545)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_7205,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/MapObject/Object/TreasureBox/BP_MapObject_TreasureBox_VisibleContent_AdjustFloor.BP_MapObject_TreasureBox_VisibleContent_AdjustFloor_C',"(X=-274560.292969,Y=66479.296875,Z=2350.968918)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_7206,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/MapObject/Object/TreasureBox/BP_MapObject_TreasureBox_VisibleContent_AdjustFloor.BP_MapObject_TreasureBox_VisibleContent_AdjustFloor_C',"(X=-273065.609375,Y=70990.150391,Z=1424.353241)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_7207,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/MapObject/Object/TreasureBox/BP_MapObject_TreasureBox_VisibleContent_AdjustFloor.BP_MapObject_TreasureBox_VisibleContent_AdjustFloor_C',"(X=-258378.834213,Y=66822.104957,Z=4272.334542)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_7208,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/MapObject/Object/BP_MapObject_DamagableRock0010.BP_MapObject_DamagableRock0010_C',"(X=-274594.439667,Y=51265.814130,Z=6562.019081)","(Pitch=0.000000,Yaw=-49.678643,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/MineableRocks/Mesh/SM_pal_b00_Rock_MineableRocks_GroundRevealRock_Cliff.SM_pal_b00_Rock_MineableRocks_GroundRevealRock_Cliff'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/MineableRocks/Mesh/SM_pal_b00_Rock_MineableRocks_GroundRevealRock_Cliff.SM_pal_b00_Rock_MineableRocks_GroundRevealRock_Cliff'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/MineableRocks/Mesh/SM_pal_b00_Rock_MineableRocks_GroundRevealRock_Cliff.SM_pal_b00_Rock_MineableRocks_GroundRevealRock_Cliff'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""')))"
Row_7209,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/MapObject/Object/BP_MapObject_DamagableRock0011.BP_MapObject_DamagableRock0011_C',"(X=-269637.288763,Y=63835.466767,Z=2909.323693)","(Pitch=0.000000,Yaw=51.578126,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/MineableRocks/Mesh/SM_pal_b00_Rock_MineableRocks_GroundRevealRock_CliffBent.SM_pal_b00_Rock_MineableRocks_GroundRevealRock_CliffBent'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/MineableRocks/Mesh/SM_pal_b00_Rock_MineableRocks_GroundRevealRock_CliffBent.SM_pal_b00_Rock_MineableRocks_GroundRevealRock_CliffBent'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/MineableRocks/Mesh/SM_pal_b00_Rock_MineableRocks_GroundRevealRock_CliffBent.SM_pal_b00_Rock_MineableRocks_GroundRevealRock_CliffBent'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""')))"
Row_7210,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/MapObject/Object/BP_MapObject_DamagableRock0002.BP_MapObject_DamagableRock0002_C',"(X=-271491.925781,Y=58923.151855,Z=6265.087402)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Prop/Resource/Rock/SM_RockSteel.SM_RockSteel'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Prop/Resource/Rock/MI_PalProp_RockSteel""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Prop/Resource/Rock/SM_RockSteel.SM_RockSteel'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Prop/Resource/Rock/MI_PalProp_RockSteel""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Prop/Resource/Rock/SM_RockSteel.SM_RockSteel'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Prop/Resource/Rock/MI_PalProp_RockSteel""')))"
Row_7211,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/MapObject/Object/BP_MapObject_DamagableRock0004.BP_MapObject_DamagableRock0004_C',"(X=-263228.023438,Y=56967.446777,Z=8410.540039)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Prop/Resource/Rock/SM_RockCoal.SM_RockCoal'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Prop/Resource/Rock/MI_PalProp_RockCoal""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Prop/Resource/Rock/SM_RockCoal.SM_RockCoal'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Prop/Resource/Rock/MI_PalProp_RockCoal""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Prop/Resource/Rock/SM_RockCoal.SM_RockCoal'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Prop/Resource/Rock/MI_PalProp_RockCoal""')))"
Row_7212,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/MapObject/Object/BP_MapObject_DamagableRock0011.BP_MapObject_DamagableRock0011_C',"(X=-256582.624612,Y=60079.531727,Z=3936.522873)","(Pitch=0.000000,Yaw=140.857755,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/MineableRocks/Mesh/SM_pal_b00_Rock_MineableRocks_GroundRevealRock_CliffBent.SM_pal_b00_Rock_MineableRocks_GroundRevealRock_CliffBent'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/MineableRocks/Mesh/SM_pal_b00_Rock_MineableRocks_GroundRevealRock_CliffBent.SM_pal_b00_Rock_MineableRocks_GroundRevealRock_CliffBent'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/MineableRocks/Mesh/SM_pal_b00_Rock_MineableRocks_GroundRevealRock_CliffBent.SM_pal_b00_Rock_MineableRocks_GroundRevealRock_CliffBent'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""')))"
Row_7213,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/MapObject/Object/BP_MapObject_DamagableRock0010.BP_MapObject_DamagableRock0010_C',"(X=-259023.947764,Y=62258.181223,Z=3918.090387)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/MineableRocks/Mesh/SM_pal_b00_Rock_MineableRocks_GroundRevealRock_Cliff.SM_pal_b00_Rock_MineableRocks_GroundRevealRock_Cliff'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/MineableRocks/Mesh/SM_pal_b00_Rock_MineableRocks_GroundRevealRock_Cliff.SM_pal_b00_Rock_MineableRocks_GroundRevealRock_Cliff'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/MineableRocks/Mesh/SM_pal_b00_Rock_MineableRocks_GroundRevealRock_Cliff.SM_pal_b00_Rock_MineableRocks_GroundRevealRock_Cliff'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""')))"
Row_7214,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/MapObject/Object/BP_MapObject_DamagableRock0010.BP_MapObject_DamagableRock0010_C',"(X=-273383.094178,Y=68751.287721,Z=1837.101938)","(Pitch=-28.090002,Yaw=-115.351030,Roll=12.576006)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/MineableRocks/Mesh/SM_pal_b00_Rock_MineableRocks_GroundRevealRock_Cliff.SM_pal_b00_Rock_MineableRocks_GroundRevealRock_Cliff'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/MineableRocks/Mesh/SM_pal_b00_Rock_MineableRocks_GroundRevealRock_Cliff.SM_pal_b00_Rock_MineableRocks_GroundRevealRock_Cliff'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/MineableRocks/Mesh/SM_pal_b00_Rock_MineableRocks_GroundRevealRock_Cliff.SM_pal_b00_Rock_MineableRocks_GroundRevealRock_Cliff'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""')))"
Row_7215,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/MapObject/Object/BP_MapObject_DamagableRock0012.BP_MapObject_DamagableRock0012_C',"(X=-272983.725702,Y=71002.583279,Z=2017.195742)","(Pitch=0.000000,Yaw=-70.045420,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/MineableRocks/Mesh/SM_pal_b00_Rock_MineableRocks_GroundRevealRock_var1.SM_pal_b00_Rock_MineableRocks_GroundRevealRock_var1'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/MineableRocks/Mesh/SM_pal_b00_Rock_MineableRocks_GroundRevealRock_var1.SM_pal_b00_Rock_MineableRocks_GroundRevealRock_var1'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/MineableRocks/Mesh/SM_pal_b00_Rock_MineableRocks_GroundRevealRock_var1.SM_pal_b00_Rock_MineableRocks_GroundRevealRock_var1'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""')))"
Row_7216,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/MapObject/Object/BP_MapObject_DamagableRock0012.BP_MapObject_DamagableRock0012_C',"(X=-268663.076966,Y=70585.717214,Z=1449.220725)","(Pitch=0.000000,Yaw=-179.640249,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/MineableRocks/Mesh/SM_pal_b00_Rock_MineableRocks_GroundRevealRock_var1.SM_pal_b00_Rock_MineableRocks_GroundRevealRock_var1'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/MineableRocks/Mesh/SM_pal_b00_Rock_MineableRocks_GroundRevealRock_var1.SM_pal_b00_Rock_MineableRocks_GroundRevealRock_var1'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/MineableRocks/Mesh/SM_pal_b00_Rock_MineableRocks_GroundRevealRock_var1.SM_pal_b00_Rock_MineableRocks_GroundRevealRock_var1'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""')))"
Row_7217,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/MapObject/Object/BP_MapObject_DamagableRock0010.BP_MapObject_DamagableRock0010_C',"(X=-266514.918130,Y=68357.590954,Z=-486.889372)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/MineableRocks/Mesh/SM_pal_b00_Rock_MineableRocks_GroundRevealRock_Cliff.SM_pal_b00_Rock_MineableRocks_GroundRevealRock_Cliff'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/MineableRocks/Mesh/SM_pal_b00_Rock_MineableRocks_GroundRevealRock_Cliff.SM_pal_b00_Rock_MineableRocks_GroundRevealRock_Cliff'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/MineableRocks/Mesh/SM_pal_b00_Rock_MineableRocks_GroundRevealRock_Cliff.SM_pal_b00_Rock_MineableRocks_GroundRevealRock_Cliff'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""')))"
Row_7218,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/MapObject/Object/BP_MapObject_DamagableRock0010.BP_MapObject_DamagableRock0010_C',"(X=-269299.819984,Y=66804.545010,Z=421.134638)","(Pitch=0.000000,Yaw=158.232667,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/MineableRocks/Mesh/SM_pal_b00_Rock_MineableRocks_GroundRevealRock_Cliff.SM_pal_b00_Rock_MineableRocks_GroundRevealRock_Cliff'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/MineableRocks/Mesh/SM_pal_b00_Rock_MineableRocks_GroundRevealRock_Cliff.SM_pal_b00_Rock_MineableRocks_GroundRevealRock_Cliff'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/MineableRocks/Mesh/SM_pal_b00_Rock_MineableRocks_GroundRevealRock_Cliff.SM_pal_b00_Rock_MineableRocks_GroundRevealRock_Cliff'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""',MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_Rock_MineableRocks_GroundRevealRock""')))"
Row_7219,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/MapObject/Object/BP_MapObject_DamagableRock0009.BP_MapObject_DamagableRock0009_C',"(X=-269802.674327,Y=66101.836307,Z=408.564371)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/MineableRocks/Mesh/SM_pal_b00_rock_MineableRocks.SM_pal_b00_rock_MineableRocks'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_rock_MineableRocks""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/MineableRocks/Mesh/SM_pal_b00_rock_MineableRocks.SM_pal_b00_rock_MineableRocks'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_rock_MineableRocks""')),(StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/b00/MineableRocks/Mesh/SM_pal_b00_rock_MineableRocks.SM_pal_b00_rock_MineableRocks'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b00/MineableRocks/Material/MI_pal_b00_rock_MineableRocks""')))"
